Change,Edition,Before reference,Before text,After reference,After text,Reason,Source
replacement,Riveduta (1927),Matthew 10:37,"Chi ama padre o madre più di me, non è degno di me; e chi ama figliuolo o figliuola più di me, non è degno di me;",James 1:19,"Questo lo sapete, fratelli miei diletti; ma sia ogni uomo pronto ad ascoltare, tardo al parlare, lento all’ira;",The original is a demanding comparison about family allegiance; this full verse encourages patient listening and self-control.,https://ebible.org/Scriptures/ita1927_usfx.zip
replacement,Reina-Valera (1909),Matthew 10:37,"El que ama padre ó madre más que á mí, no es digno de mí; y el que ama hijo ó hija más que á mí, no es digno de mí.",James 1:19,"Por esto, mis amados hermanos, todo hombre sea pronto para oir, tardío para hablar, tardío para airarse:",The original is a demanding comparison about family allegiance; this full verse encourages patient listening and self-control.,https://ebible.org/Scriptures/spaRV1909_usfx.zip
replacement,Sathyavedapusthakam (1910),Matthew 10:37,എന്നെക്കാൾ അധികം അപ്പനെയോ അമ്മയെയോ പ്രിയപ്പെടുന്നവൻ എനിക്കു യോഗ്യനല്ല; എന്നെക്കാൾ അധികം മകനെയോ മകളെയോ പ്രിയപ്പെടുന്നവൻ എനിക്കു യോഗ്യനല്ല.,James 1:19,"പ്രിയസഹോദരന്മാരേ, നിങ്ങൾ അതു അറിയുന്നുവല്ലോ. എന്നാൽ ഏതു മനുഷ്യനും കേൾപ്പാൻ വേഗതയും പറവാൻ താമസവും കോപത്തിന്നു താമസവുമുള്ളവൻ ആയിരിക്കട്ടെ.",The original is a demanding comparison about family allegiance; this full verse encourages patient listening and self-control.,https://api.getbible.net/v2/mal1910.json
replacement,Ang Dating Biblia (1905),Matthew 10:37,Ang umiibig sa ama o sa ina ng higit kay sa akin ay hindi karapatdapat sa akin; at ang umiibig sa anak na lalake o anak na babae ng higit kay sa akin ay hindi karapatdapat sa akin.,James 1:19,"Nalalaman ninyo ito, minamahal kong mga kapatid. Nguni't magmaliksi ang bawa't tao sa pakikinig, magmakupad sa pananalita, magmakupad sa pagkagalit;",The original is a demanding comparison about family allegiance; this full verse encourages patient listening and self-control.,https://api.getbible.net/v2/tagalog.json
source-correction,Berean Standard Bible (BSB),Matthew 19:19,"Honor your father and mother, and love your neighbor as yourself.’ ”",Matthew 19:19,"honor your father and mother, and love your neighbor as yourself.’”","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/engbsb_usfx.zip
source-correction,Louis Segond (1910),Matthew 19:19,honore ton père et ta mère; et: tu aimeras ton prochain comme toi-même.,Matthew 19:19,honore ton père et ta mère; et:tu aimeras ton prochain comme toi-même.,"Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/fraLSG_usfx.zip
replacement,Berean Standard Bible (BSB),2 Peter 1:14,"Because I know that this tent will soon be laid aside, as our Lord Jesus Christ has made clear to me.",2 Peter 1:2,Grace and peace be multiplied to you through the knowledge of God and of Jesus our Lord.,The original refers to Peter's approaching death using 'this tent'; this complete blessing expresses grace and peace.,https://ebible.org/Scriptures/engbsb_usfx.zip
replacement,Bible in Basic English (BBE),2 Peter 1:14,"For I am conscious that in a short time I will have to put off this tent of flesh, as our Lord Jesus Christ has made clear to me.",2 Peter 1:2,"May grace and peace ever be increasing in you, in the knowledge of God and of Jesus our Lord;",The original refers to Peter's approaching death using 'this tent'; this complete blessing expresses grace and peace.,https://ebible.org/Scriptures/engBBE_usfx.zip
replacement,King James Version (KJV),2 Peter 1:14,"Knowing that shortly I must put off this my tabernacle, even as our Lord Jesus Christ hath shewed me.",2 Peter 1:2,"Grace and peace be multiplied unto you through the knowledge of God, and of Jesus our Lord,",The original refers to Peter's approaching death using 'this tent'; this complete blessing expresses grace and peace.,https://ebible.org/Scriptures/eng-kjv2006_usfx.zip
replacement,World English Bible (WEB),2 Peter 1:14,"Knowing that the putting off of my tent comes swiftly, even as our Lord Jesus Christ made clear to me.",2 Peter 1:2,"Grace to you and peace be multiplied in the knowledge of God and of Jesus our Lord,",The original refers to Peter's approaching death using 'this tent'; this complete blessing expresses grace and peace.,https://ebible.org/Scriptures/engwebu_usfx.zip
replacement,Lutherbibel (1912),2 Peter 1:14,"denn ich weiß, daß ich meine Hütte bald ablegen muß, wie mir denn auch unser HERR Jesus Christus eröffnet hat.",2 Peter 1:2,"Gott gebe euch viel Gnade und Frieden durch die Erkenntnis Gottes und Jesu Christi, unsers HERRN!",The original refers to Peter's approaching death using 'this tent'; this complete blessing expresses grace and peace.,https://ebible.org/Scriptures/deu1912_usfx.zip
replacement,Louis Segond (1910),2 Peter 1:14,"car je sais que je la quitterai subitement, ainsi que notre Seigneur Jésus-Christ me l’a fait connaître.",2 Peter 1:2,que la grâce et la paix vous soient multipliées par la connaissance de Dieu et de Jésus notre Seigneur!,The original refers to Peter's approaching death using 'this tent'; this complete blessing expresses grace and peace.,https://ebible.org/Scriptures/fraLSG_usfx.zip
replacement,Riveduta (1927),2 Peter 1:14,"perché so che presto dovrò lasciare questa mia tenda, come il Signor nostro Gesù Cristo me lo ha dichiarato.",2 Peter 1:2,grazia e pace vi siano moltiplicate nella conoscenza di Dio e di Gesù nostro Signore.,The original refers to Peter's approaching death using 'this tent'; this complete blessing expresses grace and peace.,https://ebible.org/Scriptures/ita1927_usfx.zip
replacement,Reina-Valera (1909),2 Peter 1:14,"Sabiendo que brevemente tengo de dejar mi tabernáculo, como nuestro Señor Jesucristo me ha declarado.",2 Peter 1:2,"Gracia y paz os sea multiplicada en el conocimiento de Dios, y de nuestro Señor Jesús.",The original refers to Peter's approaching death using 'this tent'; this complete blessing expresses grace and peace.,https://ebible.org/Scriptures/spaRV1909_usfx.zip
replacement,Sathyavedapusthakam (1910),2 Peter 1:14,ഞാൻ ഈ കൂടാരത്തിൽ ഇരിക്കുന്നേടത്തോളം നിങ്ങളെ ഓൎപ്പിച്ചുണൎത്തുക യുക്തം എന്നു വിചാരിക്കുന്നു.,2 Peter 1:2,ദൈവത്തിന്റെയും നമ്മുടെ കൎത്താവായ യേശുവിന്റെയും പരിജ്ഞാനത്തിൽ നിങ്ങൾക്കു കൃപയും സമാധാനവും വൎദ്ധിക്കുമാറാകട്ടെ.,The original refers to Peter's approaching death using 'this tent'; this complete blessing expresses grace and peace.,https://api.getbible.net/v2/mal1910.json
replacement,Ang Dating Biblia (1905),2 Peter 1:14,"Yamang aking nalalaman na dumarating na madali ang paghiwalay ko sa aking tabernakulo, na gaya ng ipinahiwatig sa akin ng Panginoon nating Jesucristo.",2 Peter 1:2,Biyaya at kapayapaan ang sa inyo'y dumami sa pagkakilala sa Dios at kay Jesus na Panginoon natin;,The original refers to Peter's approaching death using 'this tent'; this complete blessing expresses grace and peace.,https://api.getbible.net/v2/tagalog.json
source-correction,Lutherbibel (1912),Psalms 89:15,"Wohl dem Volk, das jauchzen kann! HERR, sie werden im Licht deines Antlitzes wandeln;",Psalms 89:16,"Wohl dem Volk, das jauchzen kann! HERR, sie werden im Licht deines Antlitzes wandeln;","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/deu1912_usfx.zip
source-correction,Louis Segond (1910),Psalms 89:15,La justice et l’équité sont la base de ton trône. La bonté et la fidélité sont devant ta face.,Psalms 89:16,"Heureux le peuple qui connaît le son de la trompette; Il marche à la clarté de ta face, ô Éternel!","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/fraLSG_usfx.zip
source-correction,King James Version (KJV),2 Corinthians 4:5,"For we preach not ourselves, but Christ Jesus the Lord; and ourselves your servants for Jesus' sake.",2 Corinthians 4:5,"For we preach not ourselves, but Christ Jesus the Lord; and ourselves your servants for Jesus’ sake.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/eng-kjv2006_usfx.zip
replacement,Berean Standard Bible (BSB),Psalms 106:25,They grumbled in their tents and did not listen to the voice of the LORD.,Psalms 34:10,"Young lions go lacking and hungry, but those who seek the LORD lack no good thing.",The original describes grumbling and disobedience; this full verse contrasts hunger with the care of God for those who seek Him.,https://ebible.org/Scriptures/engbsb_usfx.zip
replacement,Bible in Basic English (BBE),Psalms 106:25,"Talking against him secretly in their tents, they did not give ear to the voice of the Lord.",Psalms 34:10,The young lions are in need and have no food; but those who are looking to the Lord will have every good thing.,The original describes grumbling and disobedience; this full verse contrasts hunger with the care of God for those who seek Him.,https://ebible.org/Scriptures/engBBE_usfx.zip
replacement,King James Version (KJV),Psalms 106:25,"But murmured in their tents, and hearkened not unto the voice of the LORD.",Psalms 34:10,"The young lions do lack, and suffer hunger: but they that seek the LORD shall not want any good thing.",The original describes grumbling and disobedience; this full verse contrasts hunger with the care of God for those who seek Him.,https://ebible.org/Scriptures/eng-kjv2006_usfx.zip
replacement,World English Bible (WEB),Psalms 106:25,"But murmured in their tents, and didn’t listen to the LORD’s voice.",Psalms 34:10,"The young lions do lack, and suffer hunger, but those who seek the LORD shall not lack any good thing.",The original describes grumbling and disobedience; this full verse contrasts hunger with the care of God for those who seek Him.,https://ebible.org/Scriptures/engwebu_usfx.zip
